45,34;
41,29;
41,29;
41,29;
41,29;
32,41;
32,41;
32,41;
32,41;
34,31;
34,31;
34,31;
34,31;
45,64;
45,64;
45,64;
45,64;
51,32;
51,32;
51,32;
51,32;
63,27;
63,27;
63,27;
63,27;
64,32;
64,32;
64,32;
64,32;
62,94;
62,94;
62,94;
62,94;
61,94;
61,94;
61,94;
61,94;
62,69;
62,69;
62,69;
62,69;
63,06;
63,06;
63,06;
63,06;
62,27;
62,27;
62,27;
62,27;
61,26;
61,26;
61,26;
61,26;
59,44;
59,44;
59,44;
59,44;
62,33;
62,33;
62,33;
62,33;
68,03;
68,03;
68,03;
68,03;
70,43;
70,43;
70,43;
70,43;
67,34;
67,34;
67,34;
67,34;
64,21;
64,21;
64,21;
64,21;
56,18;
56,18;
56,18;
56,18;
58,17;
58,17;
58,17;
58,17;
49,39;
49,39;
49,39;
49,39;
36,69;
36,69;
36,69;
36,69;
31,07;
31,07;
31,07;
31,07;
25,26;
25,26;
25,26;
25,26;
18,84;
18,84;
18,84;
18,84;
18,97;
18,97;
18,97;
18,97;
33,64;
33,64;
33,64;
33,64;
43,09;
43,09;
43,09;
43,09;
56,26;
56,26;
56,26;
56,26;
61,19;
61,19;
61,19;
61,19;
61,1;
61,1;
61,1;
61,1;
61,27;
61,27;
61,27;
61,27;
62,43;
62,43;
62,43;
62,43;
60,86;
60,86;
60,86;
60,86;
60,01;
60,01;
60,01;
60,01;
59,5;
59,5;
59,5;
59,5;
57,98;
57,98;
57,98;
57,98;
59,89;
59,89;
59,89;
59,89;
65,34;
65,34;
65,34;
65,34;
66,45;
66,45;
66,45;
66,45;
62,27;
62,27;
62,27;
62,27;
53,02;
53,02;
53,02;
53,02;
47,83;
47,83;
47,83;
47,83;
49,19;
49,19;
49,19;
49,19;
43,47;
43,47;
43,47;
43,47;
32,58;
32,58;
32,58;
32,58;
27,9;
27,9;
27,9;
27,9;
19,96;
19,96;
19,96;
19,96;
14,01;
14,01;
14,01;
14,01;
17,04;
17,04;
17,04;
17,04;
30,35;
30,35;
30,35;
30,35;
48,86;
48,86;
48,86;
48,86;
61,9;
61,9;
61,9;
61,9;
62,71;
62,71;
62,71;
62,71;
59,41;
59,41;
59,41;
59,41;
58,08;
58,08;
58,08;
58,08;
60,18;
60,18;
60,18;
60,18;
56,18;
56,18;
56,18;
56,18;
53,41;
53,41;
53,41;
53,41;
50,44;
50,44;
50,44;
50,44;
49,68;
49,68;
49,68;
49,68;
52,31;
52,31;
52,31;
52,31;
62,21;
62,21;
62,21;
62,21;
64,01;
64,01;
64,01;
64,01;
58,89;
58,89;
58,89;
58,89;
55,27;
55,27;
55,27;
55,27;
49,25;
49,25;
49,25;
49,25;
49,44;
49,44;
49,44;
49,44;
43,46;
43,46;
43,46;
43,46;
22,99;
22,99;
22,99;
22,99;
16,97;
16,97;
16,97;
16,97;
13,04;
13,04;
13,04;
13,04;
10,34;
10,34;
10,34;
10,34;
10,84;
10,84;
10,84;
10,84;
25,13;
25,13;
25,13;
25,13;
43,2;
43,2;
43,2;
43,2;
61,08;
61,08;
61,08;
61,08;
63,8;
63,8;
63,8;
63,8;
63,52;
63,52;
63,52;
63,52;
60,08;
60,08;
60,08;
60,08;
60,41;
60,41;
60,41;
60,41;
56,6;
56,6;
56,6;
56,6;
52,74;
52,74;
52,74;
52,74;
50,44;
50,44;
50,44;
50,44;
48,76;
48,76;
48,76;
48,76;
50,47;
50,47;
50,47;
50,47;
57,15;
57,15;
57,15;
57,15;
60,08;
60,08;
60,08;
60,08;
58,52;
58,52;
58,52;
58,52;
51,92;
51,92;
51,92;
51,92;
48,63;
48,63;
48,63;
48,63;
50,62;
50,62;
50,62;
50,62;
41,51;
41,51;
41,51;
41,51;
